STN_CODE,SAMPLING_DATE,STATE,CITYTOWNVILLAGEAREA,LOCATION_OF_MONITORING_STATION,NO2,RSPM/PM10
29,5/1/2015,Kerala,Kochi,"Eloor, Kochi",10,20
29,7/1/2015,Kerala,Kochi,"Eloor, Kochi",14,27
29,11/1/2015,Kerala,Kochi,"Eloor, Kochi",12,29
29,14/01/2015,Kerala,Kochi,"Eloor, Kochi",17,57
29,16/01/2015,Kerala,Kochi,"Eloor, Kochi",30,30
29,18/01/2015,Kerala,Kochi,"Eloor, Kochi",5,66
29,21/01/2015,Kerala,Kochi,"Eloor, Kochi",23,32
29,23/01/2015,Kerala,Kochi,"Eloor, Kochi",39,34
29,27/01/2015,Kerala,Kochi,"Eloor, Kochi",6,46
29,29/01/2015,Kerala,Kochi,"Eloor, Kochi",38,60
29,1/2/2015,Kerala,Kochi,"Eloor, Kochi",8,29
29,4/2/2015,Kerala,Kochi,"Eloor, Kochi",9,51
29,6/2/2015,Kerala,Kochi,"Eloor, Kochi",28,39
29,8/2/2015,Kerala,Kochi,"Eloor, Kochi",12,48
29,11/2/2015,Kerala,Kochi,"Eloor, Kochi",10,43
29,17/02/2015,Kerala,Kochi,"Eloor, Kochi",11,32
29,20/02/2015,Kerala,Kochi,"Eloor, Kochi",35,76
29,22/02/2015,Kerala,Kochi,"Eloor, Kochi",21,73
29,25/02/2015,Kerala,Kochi,"Eloor, Kochi",28,32
29,27/02/2015,Kerala,Kochi,"Eloor, Kochi",17,38
29,2/3/2015,Kerala,Kochi,"Eloor, Kochi",6,49
29,4/3/2015,Kerala,Kochi,"Eloor, Kochi",16,77
29,6/3/2015,Kerala,Kochi,"Eloor, Kochi",13,35
29,8/3/2015,Kerala,Kochi,"Eloor, Kochi",27,37
29,12/3/2015,Kerala,Kochi,"Eloor, Kochi",33,27
29,18/03/2015,Kerala,Kochi,"Eloor, Kochi",19,49
29,20/03/2015,Kerala,Kochi,"Eloor, Kochi",44,21
29,22/03/2015,Kerala,Kochi,"Eloor, Kochi",19,27
29,25/03/2015,Kerala,Kochi,"Eloor, Kochi",35,45
29,27/03/2015,Kerala,Kochi,"Eloor, Kochi",21,33
29,8/4/2015,Kerala,Kochi,"Eloor, Kochi",9,22
29,11/4/2015,Kerala,Kochi,"Eloor, Kochi",8,60
29,15/04/2015,Kerala,Kochi,"Eloor, Kochi",9,66
29,17/04/2015,Kerala,Kochi,"Eloor, Kochi",15,27
29,19/04/2015,Kerala,Kochi,"Eloor, Kochi",11,35
29,21/04/2015,Kerala,Kochi,"Eloor, Kochi",11,27
29,23/04/2015,Kerala,Kochi,"Eloor, Kochi",22,62
29,26/04/2015,Kerala,Kochi,"Eloor, Kochi",13,47
29,28/04/2015,Kerala,Kochi,"Eloor, Kochi",18,66
29,30/04/2015,Kerala,Kochi,"Eloor, Kochi",22,65
29,3/5/2015,Kerala,Kochi,"Eloor, Kochi",13,44
29,5/5/2015,Kerala,Kochi,"Eloor, Kochi",12,43
29,12/5/2015,Kerala,Kochi,"Eloor, Kochi",13,56
29,14/05/2015,Kerala,Kochi,"Eloor, Kochi",12,61
29,17/05/2015,Kerala,Kochi,"Eloor, Kochi",16,70
29,20/05/2015,Kerala,Kochi,"Eloor, Kochi",10,31
29,22/05/2015,Kerala,Kochi,"Eloor, Kochi",10,32
29,24/05/2015,Kerala,Kochi,"Eloor, Kochi",15,29
29,26/05/2015,Kerala,Kochi,"Eloor, Kochi",10,57
29,29/05/2015,Kerala,Kochi,"Eloor, Kochi",17,23
29,2/6/2015,Kerala,Kochi,"Eloor, Kochi",10,29
29,4/6/2015,Kerala,Kochi,"Eloor, Kochi",10,18
29,7/6/2015,Kerala,Kochi,"Eloor, Kochi",18,53
29,9/6/2015,Kerala,Kochi,"Eloor, Kochi",13,30
29,11/6/2015,Kerala,Kochi,"Eloor, Kochi",14,36
29,13/06/2015,Kerala,Kochi,"Eloor, Kochi",23,48
29,16/06/2015,Kerala,Kochi,"Eloor, Kochi",21,34
29,19/06/2015,Kerala,Kochi,"Eloor, Kochi",18,35
29,22/06/2015,Kerala,Kochi,"Eloor, Kochi",18,34
29,25/06/2015,Kerala,Kochi,"Eloor, Kochi",15,30
29,3/7/2015,Kerala,Kochi,"Eloor, Kochi",16,44
29,6/7/2015,Kerala,Kochi,"Eloor, Kochi",15,24
29,8/7/2015,Kerala,Kochi,"Eloor, Kochi",15,21
29,9/7/2015,Kerala,Kochi,"Eloor, Kochi",16,33
29,12/7/2015,Kerala,Kochi,"Eloor, Kochi",14,31
29,16/07/2015,Kerala,Kochi,"Eloor, Kochi",15,23
29,19/07/2015,Kerala,Kochi,"Eloor, Kochi",12,46
29,21/07/2015,Kerala,Kochi,"Eloor, Kochi",15,58
29,24/07/2015,Kerala,Kochi,"Eloor, Kochi",18,32
29,26/07/2015,Kerala,Kochi,"Eloor, Kochi",15,30
29,5/8/2015,Kerala,Kochi,"Eloor, Kochi",19,25
29,8/8/2015,Kerala,Kochi,"Eloor, Kochi",53,48
29,11/8/2015,Kerala,Kochi,"Eloor, Kochi",20,33
29,13/08/2015,Kerala,Kochi,"Eloor, Kochi",13,23
29,17/08/2015,Kerala,Kochi,"Eloor, Kochi",19,26
29,19/08/2015,Kerala,Kochi,"Eloor, Kochi",17,43
29,21/08/2015,Kerala,Kochi,"Eloor, Kochi",36,42
29,23/08/2015,Kerala,Kochi,"Eloor, Kochi",35,24
29,25/08/2015,Kerala,Kochi,"Eloor, Kochi",23,32
29,30/08/2015,Kerala,Kochi,"Eloor, Kochi",20,34
29,2/9/2015,Kerala,Kochi,"Eloor, Kochi",22,20
29,6/9/2015,Kerala,Kochi,"Eloor, Kochi",21,24
29,9/9/2015,Kerala,Kochi,"Eloor, Kochi",26,20
29,13/09/2015,Kerala,Kochi,"Eloor, Kochi",16,27
29,15/09/2015,Kerala,Kochi,"Eloor, Kochi",23,28
29,20/09/2015,Kerala,Kochi,"Eloor, Kochi",41,21
29,24/09/2015,Kerala,Kochi,"Eloor, Kochi",18,27
29,25/09/2015,Kerala,Kochi,"Eloor, Kochi",26,28
29,27/09/2015,Kerala,Kochi,"Eloor, Kochi",20,35
29,28/09/2015,Kerala,Kochi,"Eloor, Kochi",24,28
29,1/10/2015,Kerala,Kochi,"Eloor, Kochi",38,67
29,4/10/2015,Kerala,Kochi,"Eloor, Kochi",30,95
29,6/10/2015,Kerala,Kochi,"Eloor, Kochi",23,46
29,11/10/2015,Kerala,Kochi,"Eloor, Kochi",28,90
29,14/10/2015,Kerala,Kochi,"Eloor, Kochi",30,36
29,20/10/2015,Kerala,Kochi,"Eloor, Kochi",28,35
29,23/10/2015,Kerala,Kochi,"Eloor, Kochi",23,87
29,25/10/2015,Kerala,Kochi,"Eloor, Kochi",17,62
29,27/10/2015,Kerala,Kochi,"Eloor, Kochi",21,36
29,30/10/2015,Kerala,Kochi,"Eloor, Kochi",17,36
29,2/11/2015,Kerala,Kochi,"Eloor, Kochi",7,63
29,9/11/2015,Kerala,Kochi,"Eloor, Kochi",33,65
29,12/11/2015,Kerala,Kochi,"Eloor, Kochi",29,31
29,18/11/2015,Kerala,Kochi,"Eloor, Kochi",49,23
29,20/11/2015,Kerala,Kochi,"Eloor, Kochi",32,35
29,22/11/2015,Kerala,Kochi,"Eloor, Kochi",21,49
29,24/11/2015,Kerala,Kochi,"Eloor, Kochi",20,43
29,26/11/2015,Kerala,Kochi,"Eloor, Kochi",26,56
29,27/11/2015,Kerala,Kochi,"Eloor, Kochi",30,26
29,29/11/2015,Kerala,Kochi,"Eloor, Kochi",10,51
29,2/12/2015,Kerala,Kochi,"Eloor, Kochi",19,33
29,4/12/2015,Kerala,Kochi,"Eloor, Kochi",45,46
29,6/12/2015,Kerala,Kochi,"Eloor, Kochi",11,27
29,10/12/2015,Kerala,Kochi,"Eloor, Kochi",34,28
29,12/12/2015,Kerala,Kochi,"Eloor, Kochi",58,30
29,15/12/2015,Kerala,Kochi,"Eloor, Kochi",22,51
29,17/12/2015,Kerala,Kochi,"Eloor, Kochi",38,52
29,20/12/2015,Kerala,Kochi,"Eloor, Kochi",37,36
29,22/12/2015,Kerala,Kochi,"Eloor, Kochi",67,55
29,29/12/2015,Kerala,Kochi,"Eloor, Kochi",57,30
30,5/1/2015,Kerala,Kochi,"Irumpanam, Kochi",4,18
30,7/1/2015,Kerala,Kochi,"Irumpanam, Kochi",4,18
30,16/01/2015,Kerala,Kochi,"Irumpanam, Kochi",4,15
30,19/01/2015,Kerala,Kochi,"Irumpanam, Kochi",8,19
30,21/01/2015,Kerala,Kochi,"Irumpanam, Kochi",6,13
30,23/01/2015,Kerala,Kochi,"Irumpanam, Kochi",4,13
30,27/01/2015,Kerala,Kochi,"Irumpanam, Kochi",4,14
30,28/01/2015,Kerala,Kochi,"Irumpanam, Kochi",13,12
30,30/01/2015,Kerala,Kochi,"Irumpanam, Kochi",7,9
30,2/2/2015,Kerala,Kochi,"Irumpanam, Kochi",2,11
30,4/2/2015,Kerala,Kochi,"Irumpanam, Kochi",10,11
30,6/2/2015,Kerala,Kochi,"Irumpanam, Kochi",4,13
30,9/2/2015,Kerala,Kochi,"Irumpanam, Kochi",8,31
30,12/2/2015,Kerala,Kochi,"Irumpanam, Kochi",10,30
30,16/02/2015,Kerala,Kochi,"Irumpanam, Kochi",5,23
30,18/02/2015,Kerala,Kochi,"Irumpanam, Kochi",2,30
30,20/02/2015,Kerala,Kochi,"Irumpanam, Kochi",5,28
30,23/02/2015,Kerala,Kochi,"Irumpanam, Kochi",8,24
30,25/02/2015,Kerala,Kochi,"Irumpanam, Kochi",10,27
30,2/3/2015,Kerala,Kochi,"Irumpanam, Kochi",2,26
30,4/3/2015,Kerala,Kochi,"Irumpanam, Kochi",3,22
30,6/3/2015,Kerala,Kochi,"Irumpanam, Kochi",5,20
30,9/3/2015,Kerala,Kochi,"Irumpanam, Kochi",5,16
30,11/3/2015,Kerala,Kochi,"Irumpanam, Kochi",3,18
30,16/03/2015,Kerala,Kochi,"Irumpanam, Kochi",5,17
30,18/03/2015,Kerala,Kochi,"Irumpanam, Kochi",3,10
30,20/03/2015,Kerala,Kochi,"Irumpanam, Kochi",3,13
30,23/03/2015,Kerala,Kochi,"Irumpanam, Kochi",3,16
30,27/03/2015,Kerala,Kochi,"Irumpanam, Kochi",4,16
30,30/03/2015,Kerala,Kochi,"Irumpanam, Kochi",7,13
30,6/4/2015,Kerala,Kochi,"Irumpanam, Kochi",8,16
30,8/4/2015,Kerala,Kochi,"Irumpanam, Kochi",3,22
30,12/4/2015,Kerala,Kochi,"Irumpanam, Kochi",5,10
30,16/04/2015,Kerala,Kochi,"Irumpanam, Kochi",2,12
30,20/04/2015,Kerala,Kochi,"Irumpanam, Kochi",2,20
30,22/04/2015,Kerala,Kochi,"Irumpanam, Kochi",2,10
30,24/04/2015,Kerala,Kochi,"Irumpanam, Kochi",4,13
30,26/04/2015,Kerala,Kochi,"Irumpanam, Kochi",4,9
30,28/04/2015,Kerala,Kochi,"Irumpanam, Kochi",6,25
30,4/5/2015,Kerala,Kochi,"Irumpanam, Kochi",7,24
30,6/5/2015,Kerala,Kochi,"Irumpanam, Kochi",1,20
30,11/5/2015,Kerala,Kochi,"Irumpanam, Kochi",6,24
30,13/05/2015,Kerala,Kochi,"Irumpanam, Kochi",2,23
30,15/05/2015,Kerala,Kochi,"Irumpanam, Kochi",1,27
30,18/05/2015,Kerala,Kochi,"Irumpanam, Kochi",7,20
30,20/05/2015,Kerala,Kochi,"Irumpanam, Kochi",4,22
30,22/05/2015,Kerala,Kochi,"Irumpanam, Kochi",2,20
30,25/05/2015,Kerala,Kochi,"Irumpanam, Kochi",4,19
30,28/05/2015,Kerala,Kochi,"Irumpanam, Kochi",5,20
30,3/6/2015,Kerala,Kochi,"Irumpanam, Kochi",3,15
30,9/6/2015,Kerala,Kochi,"Irumpanam, Kochi",4,19
30,11/6/2015,Kerala,Kochi,"Irumpanam, Kochi",3,21
30,16/06/2015,Kerala,Kochi,"Irumpanam, Kochi",3,22
30,18/06/2015,Kerala,Kochi,"Irumpanam, Kochi",4,37
30,20/06/2015,Kerala,Kochi,"Irumpanam, Kochi",3,14
30,22/06/2015,Kerala,Kochi,"Irumpanam, Kochi",4,12
30,24/06/2015,Kerala,Kochi,"Irumpanam, Kochi",2,24
30,26/06/2015,Kerala,Kochi,"Irumpanam, Kochi",1,13
30,29/06/2015,Kerala,Kochi,"Irumpanam, Kochi",1,14
30,3/7/2015,Kerala,Kochi,"Irumpanam, Kochi",4,17
30,6/7/2015,Kerala,Kochi,"Irumpanam, Kochi",1,8
30,9/7/2015,Kerala,Kochi,"Irumpanam, Kochi",1,9
30,13/07/2015,Kerala,Kochi,"Irumpanam, Kochi",2,21
30,16/07/2015,Kerala,Kochi,"Irumpanam, Kochi",3,19
30,20/07/2015,Kerala,Kochi,"Irumpanam, Kochi",5,19
30,22/07/2015,Kerala,Kochi,"Irumpanam, Kochi",3,13
30,24/07/2015,Kerala,Kochi,"Irumpanam, Kochi",6,17
30,27/07/2015,Kerala,Kochi,"Irumpanam, Kochi",3,24
30,30/07/2015,Kerala,Kochi,"Irumpanam, Kochi",2,24
30,3/8/2015,Kerala,Kochi,"Irumpanam, Kochi",4,17
30,4/8/2015,Kerala,Kochi,"Irumpanam, Kochi",3,16
30,6/8/2015,Kerala,Kochi,"Irumpanam, Kochi",2,7
30,10/8/2015,Kerala,Kochi,"Irumpanam, Kochi",4,13
30,11/8/2015,Kerala,Kochi,"Irumpanam, Kochi",2,12
30,13/08/2015,Kerala,Kochi,"Irumpanam, Kochi",1,13
30,17/08/2015,Kerala,Kochi,"Irumpanam, Kochi",2,9
30,20/08/2015,Kerala,Kochi,"Irumpanam, Kochi",3,13
30,22/08/2015,Kerala,Kochi,"Irumpanam, Kochi",5,22
30,24/08/2015,Kerala,Kochi,"Irumpanam, Kochi",1,20
30,4/9/2015,Kerala,Kochi,"Irumpanam, Kochi",4,20
30,8/9/2015,Kerala,Kochi,"Irumpanam, Kochi",9,44
30,10/9/2015,Kerala,Kochi,"Irumpanam, Kochi",11,27
30,14/09/2015,Kerala,Kochi,"Irumpanam, Kochi",5,35
30,15/09/2015,Kerala,Kochi,"Irumpanam, Kochi",5,34
30,17/09/2015,Kerala,Kochi,"Irumpanam, Kochi",2,26
30,23/09/2015,Kerala,Kochi,"Irumpanam, Kochi",8,42
30,25/09/2015,Kerala,Kochi,"Irumpanam, Kochi",8,37
30,28/09/2015,Kerala,Kochi,"Irumpanam, Kochi",6,35
30,29/09/2015,Kerala,Kochi,"Irumpanam, Kochi",13,41
30,1/10/2015,Kerala,Kochi,"Irumpanam, Kochi",11,36
30,5/10/2015,Kerala,Kochi,"Irumpanam, Kochi",9,31
30,7/10/2015,Kerala,Kochi,"Irumpanam, Kochi",3,44
30,23/10/2015,Kerala,Kochi,"Irumpanam, Kochi",13,62
30,25/10/2015,Kerala,Kochi,"Irumpanam, Kochi",4,40
30,27/10/2015,Kerala,Kochi,"Irumpanam, Kochi",7,31
30,29/10/2015,Kerala,Kochi,"Irumpanam, Kochi",8,49
30,2/11/2015,Kerala,Kochi,"Irumpanam, Kochi",6,35
30,4/11/2015,Kerala,Kochi,"Irumpanam, Kochi",7,49
30,6/11/2015,Kerala,Kochi,"Irumpanam, Kochi",10,37
30,9/11/2015,Kerala,Kochi,"Irumpanam, Kochi",6,43
30,11/11/2015,Kerala,Kochi,"Irumpanam, Kochi",17,33
30,13/11/2015,Kerala,Kochi,"Irumpanam, Kochi",13,39
30,16/11/2015,Kerala,Kochi,"Irumpanam, Kochi",7,38
30,20/11/2015,Kerala,Kochi,"Irumpanam, Kochi",10,39
30,22/11/2015,Kerala,Kochi,"Irumpanam, Kochi",7,42
30,24/11/2015,Kerala,Kochi,"Irumpanam, Kochi",13,97
30,1/12/2015,Kerala,Kochi,"Irumpanam, Kochi",15,36
30,7/12/2015,Kerala,Kochi,"Irumpanam, Kochi",18,59
30,9/12/2015,Kerala,Kochi,"Irumpanam, Kochi",13,41
30,11/12/2015,Kerala,Kochi,"Irumpanam, Kochi",12,42
30,14/12/2015,Kerala,Kochi,"Irumpanam, Kochi",15,40
30,16/12/2015,Kerala,Kochi,"Irumpanam, Kochi",11,37
30,18/12/2015,Kerala,Kochi,"Irumpanam, Kochi",15,37
30,20/12/2015,Kerala,Kochi,"Irumpanam, Kochi",12,36
30,22/12/2015,Kerala,Kochi,"Irumpanam, Kochi",16,39
30,29/12/2015,Kerala,Kochi,"Irumpanam, Kochi",21,46
147,4/1/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",1,45
147,7/1/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",4,86
147,11/1/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",8,66
147,14/01/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",8,106
147,16/01/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",4,33
147,18/01/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",1,14
147,21/01/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",6,132
147,27/01/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",5,23
147,29/01/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",7,83
147,2/2/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",1,80
147,4/2/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",13,22
147,8/2/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",7,20
147,11/2/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",8,166
147,17/02/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",9,55
147,20/02/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",6,112
147,23/02/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",10,64
147,27/02/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",14,93
147,2/3/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",3,71
147,4/3/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",3,70
147,6/3/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",11,49
147,8/3/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",8,67
147,12/3/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",5,97
147,15/03/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",9,89
147,16/03/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",7,50
147,24/03/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",5,77
147,26/03/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",3,67
147,29/03/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",7,33
147,8/4/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",2,32
147,12/4/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",7,37
147,15/04/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",5,38
147,17/04/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",4,18
147,20/04/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",4,74
147,22/04/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",1,35
147,27/04/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",2,97
147,29/04/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",6,41
147,3/5/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",2,133
147,6/5/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",3,21
147,11/5/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",9,72
147,13/05/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",1,51
147,15/05/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",1,34
147,18/05/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",4,40
147,20/05/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",3,69
147,22/05/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",2,42
147,24/05/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",6,52
147,3/6/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",2,41
147,7/6/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",1,60
147,9/6/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",2,43
147,11/6/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",1,61
147,14/06/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",4,50
147,19/06/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",3,30
147,22/06/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",5,52
147,24/06/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",1,45
147,26/06/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",1,19
147,28/06/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",2,26
147,1/7/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",1,61
147,6/7/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",2,23
147,15/07/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",2,61
147,19/07/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",3,25
147,22/07/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",6,39
147,24/07/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",4,18
147,26/07/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",3,41
147,28/07/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",3,34
147,30/07/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",3,24
147,6/8/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",2,33
147,10/8/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",4,27
147,11/8/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",1,10
147,13/08/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",2,27
147,17/08/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",3,24
147,20/08/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",5,69
147,22/08/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",7,72
147,26/08/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",11,74
147,31/08/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",2,62
147,17/09/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",15,23
147,22/09/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",13,19
147,23/09/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",14,33
147,26/09/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",14,21
147,29/09/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",14,30
147,2/10/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",13,12
147,5/10/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",21,23
147,7/10/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",9,48
147,23/10/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",18,38
147,25/10/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",10,20
147,27/10/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",28,54
147,29/10/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",23,28
147,7/11/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",8,35
147,9/11/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",9,61
147,11/11/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",14,59
147,13/11/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",4,41
147,16/11/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",3,32
147,18/11/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",4,41
147,20/11/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",2,36
147,22/11/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",2,22
147,24/11/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",2,45
147,26/11/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",2,52
147,28/11/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",2,33
147,30/11/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",6,45
147,2/12/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",1,20
147,4/12/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",4,38
147,7/12/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",5,34
147,9/12/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",1,55
147,11/12/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",1,56
147,14/12/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",2,19
147,16/12/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",2,24
147,18/12/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",12,62
147,20/12/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",15,43
147,22/12/2015,Kerala,Kochi,"MG Road Bank Ernakulum, Kochi",17,58
149,5/1/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",9,29
149,7/1/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",15,13
149,11/1/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",12,23
149,14/01/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",22,21
149,16/01/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",15,24
149,18/01/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",7,33
149,21/01/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",6,18
149,23/01/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",24,37
149,27/01/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",45,14
149,29/01/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",30,67
149,1/2/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",12,29
149,4/2/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",7,42
149,6/2/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",10,29
149,8/2/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",9,68
149,11/2/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",14,36
149,17/02/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",12,29
149,20/02/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",21,57
149,22/02/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",11,38
149,25/02/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",19,42
149,27/02/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",14,56
149,2/3/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",8,67
149,4/3/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",12,28
149,6/3/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",10,54
